기준_년_분기_코드,상권_코드,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2019_1,1000586,35,447,358,83,,,13,264,445,166,,,,67,208806759
2019_2,1000585,58,655,228,13,4,,257,625,18,,,,,54,124943238
2019_1,1000585,58,655,228,13,4,,257,625,18,,,,,54,124943238
2019_2,1000584,80,1158,198,,,,398,952,6,,,,,52,115156751
2019_1,1000584,80,1158,198,,,,398,952,6,,,,,52,115156751
2019_2,1000583,56,942,32,,,,357,609,8,,,,,38,109605247
2019_1,1000583,56,942,32,,,,357,609,8,,,,,38,109605247
2019_2,1000582,99,1482,215,5,,,674,1021,7,,,,,56,110405742
2019_1,1000582,99,1482,215,5,,,674,1021,7,,,,,56,110405742
2019_2,1000581,36,558,148,18,,,308,376,40,,,,,48,98519472
2019_1,1000581,36,558,148,18,,,308,376,40,,,,,48,98519472
2019_2,1000580,48,677,168,4,2,,373,460,18,,,,,48,112616981
2019_1,1000580,48,677,168,4,2,,373,460,18,,,,,48,112616981
2019_2,1000579,10,364,234,,,,49,99,182,268,,,,50,186132614
2019_1,1000579,10,364,234,,,,49,99,182,268,,,,50,186132614
2019_2,1000578,33,394,677,34,224,,184,378,108,153,316,190,,68,181961559
2019_1,1000578,33,394,677,34,224,,184,378,108,153,316,190,,68,181961559
2019_2,1000577,17,326,72,,,,156,208,34,,,,,47,114346417
2019_1,1000577,17,326,72,,,,156,208,34,,,,,47,114346417
2019_2,1000576,23,270,159,,,,63,252,96,18,,,,55,154920977
2019_1,1000576,23,270,159,,,,63,252,96,18,,,,55,154920977
2019_2,1000575,19,204,216,58,,,68,214,40,124,32,,,64,143383126
2019_1,1000575,19,204,216,58,,,68,214,40,124,32,,,64,143383126
2019_2,1000574,8,114,26,2,2,,46,94,4,,,,,56,121269593
2019_1,1000574,8,114,26,2,2,,46,94,4,,,,,56,121269593
2019_2,1000573,34,519,34,4,,,207,346,4,,,,,47,110601558
2019_1,1000573,34,519,34,4,,,207,346,4,,,,,47,110601558
2019_2,1000572,68,1030,103,,,,331,801,1,,,,,50,111087322
2019_1,1000572,68,1030,103,,,,331,801,1,,,,,50,111087322
2019_2,1000571,97,1349,209,,1,,471,1084,4,,,,,53,111680456
2019_1,1000571,97,1349,209,,1,,471,1084,4,,,,,53,111680456
2019_2,1000570,78,1183,162,2,,,458,889,,,,,,53,109870197
2019_1,1000570,78,1183,162,2,,,458,889,,,,,,53,109870197
2019_2,1000569,67,1020,210,4,,,303,929,2,,,,,56,117092296
2019_1,1000569,67,1020,210,4,,,303,929,2,,,,,56,117092296
2019_2,1000568,20,394,54,2,,,162,260,28,,,,,46,132961210
2019_1,1000568,20,394,54,2,,,162,260,28,,,,,46,132961210
2019_2,1000567,39,447,124,2,,,17,514,40,2,,,,54,160463907
2019_1,1000567,39,447,124,2,,,17,514,40,2,,,,54,160463907
2019_2,1000566,63,733,398,,2,,294,837,2,,,,,55,115768442
2019_1,1000566,63,733,398,,2,,294,837,2,,,,,55,115768442
2019_2,1000565,52,773,106,25,14,,359,552,6,1,,,,49,109726950
2019_1,1000565,52,773,106,25,14,,359,552,6,1,,,,49,109726950
2019_2,1000564,30,1330,402,14,,,1130,517,99,,,,,43,105555634
2019_1,1000564,30,1330,402,14,,,1130,517,99,,,,,43,105555634
2019_2,1000563,14,340,342,84,,,156,518,92,,,,,58,135551876
2019_1,1000563,14,340,342,84,,,156,518,92,,,,,58,135551876
2019_2,1000562,81,948,613,22,,,344,879,360,,,,,57,135025106
2019_1,1000562,81,948,613,22,,,344,879,360,,,,,57,135025106
2019_2,1000561,50,716,836,22,,,238,610,267,138,321,,,59,155171161
2019_1,1000561,50,716,836,22,,,238,610,267,138,321,,,59,155171161
2019_2,1000560,52,551,352,46,,,215,440,290,4,,,,55,123690394
2019_1,1000560,52,551,352,46,,,215,440,290,4,,,,55,123690394
2019_2,1000559,12,88,150,2,,,4,94,142,,,,,74,186787262
2019_1,1000559,12,88,150,2,,,4,94,142,,,,,74,186787262
2019_2,1000558,69,977,163,6,,,417,685,44,,,,,53,113121655
2019_1,1000558,69,977,163,6,,,417,685,44,,,,,53,113121655
2019_2,1000557,66,956,161,,,,505,612,,,,,,49,110455432
2019_1,1000557,66,956,161,,,,505,612,,,,,,49,110455432
2019_2,1000556,189,2714,571,10,2,,1095,2190,12,,,,,54,107667444
2019_1,1000556,189,2714,571,10,2,,1095,2190,12,,,,,54,107667444
2019_2,1000555,55,900,136,,,,306,700,30,,,,,51,106832429
2019_1,1000555,55,900,136,,,,306,700,30,,,,,51,106832429
2019_2,1000554,118,1821,282,,5,,757,1334,17,,,,,51,108461973
2019_1,1000554,118,1821,282,,5,,757,1334,17,,,,,51,108461973
2019_2,1000553,70,993,206,2,,,353,846,2,,,,,53,113435412
2019_1,1000553,70,993,206,2,,,353,846,2,,,,,53,113435412
2019_2,1000552,64,1001,156,,,,367,790,,,,,,52,107132223
2019_1,1000552,64,1001,156,,,,367,790,,,,,,52,107132223
2019_2,1000551,31,356,317,,,,215,230,228,,,,,54,110565430
2019_1,1000551,31,356,317,,,,215,230,228,,,,,54,110565430
2019_2,1000550,55,623,818,46,,1,308,565,614,1,,,,60,123518332
2019_1,1000550,55,623,818,46,,1,308,565,614,1,,,,60,123518332
2019_2,1000549,122,1772,110,,,,1764,118,,,,,,42,67656206
2019_1,1000549,122,1772,110,,,,1764,118,,,,,,42,67656206
2019_2,1000548,71,916,566,18,4,,678,668,158,,,,,56,101278981
2019_1,1000548,71,916,566,18,4,,678,668,158,,,,,56,101278981
2019_2,1000547,67,1081,718,126,,,339,1007,511,68,,,,59,128226698
2019_1,1000547,67,1081,718,126,,,339,1007,511,68,,,,59,128226698
2019_2,1000546,35,396,128,,,,68,434,14,8,,,,58,136881122
2019_1,1000546,35,396,128,,,,68,434,14,8,,,,58,136881122
2019_2,1000545,37,464,282,2,,,88,440,220,,,,,56,143390515
2019_1,1000545,37,464,282,2,,,88,440,220,,,,,56,143390515
2019_2,1000544,8,95,38,,,,58,75,,,,,,50,115156250
2019_1,1000544,8,95,38,,,,58,75,,,,,,50,115156250
2019_2,1000543,8,66,162,8,,,30,78,128,,,,,61,151692659
2019_1,1000543,8,66,162,8,,,30,78,128,,,,,61,151692659
2019_2,1000542,14,162,112,,,,28,200,46,,,,,55,151408352
2019_1,1000542,14,162,112,,,,28,200,46,,,,,55,151408352
2019_2,1000541,58,711,318,4,2,,262,697,74,2,,,,54,125721320
2019_1,1000541,58,711,318,4,2,,262,697,74,2,,,,54,125721320
2019_2,1000540,7,92,4,,,,17,79,,,,,,45,112041667
2019_1,1000540,7,92,4,,,,17,79,,,,,,45,112041667
2019_2,1000539,35,867,1107,2,,,81,623,1060,212,,,,60,160730918
2019_1,1000539,35,867,1107,2,,,81,623,1060,212,,,,60,160730918
2019_2,1000538,54,1034,478,,,,338,698,476,,,,,54,117657084
2019_1,1000538,54,1034,478,,,,338,698,476,,,,,54,117657084
2019_2,1000537,78,993,128,2,2,,436,682,7,,,,,50,111872434
2019_1,1000537,78,993,128,2,2,,436,682,7,,,,,50,111872434
2019_2,1000536,70,842,230,76,,,346,672,130,,,,,50,117805816
2019_1,1000536,70,842,230,76,,,346,672,130,,,,,50,117805816
2019_2,1000535,22,447,824,,,,226,137,301,607,,,,57,191847217
2019_1,1000535,22,447,824,,,,226,137,301,607,,,,57,191847217
2019_2,1000534,84,1093,1577,78,,,330,1374,1032,12,,,,60,131634716
2019_1,1000534,84,1093,1577,78,,,330,1374,1032,12,,,,60,131634716
2019_2,1000533,20,308,354,59,,,58,168,252,137,77,29,,60,198992323
2019_1,1000533,20,308,354,59,,,58,168,252,137,77,29,,60,198992323
2019_2,1000532,8,90,750,100,2,,28,24,74,458,358,,,80,282717510
2019_1,1000532,8,90,750,100,2,,28,24,74,458,358,,,80,282717510
2019_2,1000531,10,20,834,,,,4,22,102,726,,,,77,271153333
2019_1,1000531,10,20,834,,,,4,22,102,726,,,,77,271153333
2019_2,1000530,19,280,40,20,6,2,62,238,38,10,,,,57,137223172
2019_1,1000530,19,280,40,20,6,2,62,238,38,10,,,,57,137223172
2019_2,1000529,79,948,188,6,,,266,862,14,,,,,54,123662048
2019_1,1000529,79,948,188,6,,,266,862,14,,,,,54,123662048
2019_2,1000528,33,444,62,2,2,4,160,336,16,2,,,,52,136922090
2019_1,1000528,33,444,62,2,2,4,160,336,16,2,,,,52,136922090
2019_2,1000527,122,1303,218,,4,2,195,1045,281,6,,,,51,158216047
2019_1,1000527,122,1303,218,,4,2,195,1045,281,6,,,,51,158216047
2019_2,1000526,60,670,325,6,,,181,591,229,,,,,55,139434524
2019_1,1000526,60,670,325,6,,,181,591,229,,,,,55,139434524
2019_2,1000525,50,543,349,20,2,,172,642,98,2,,,,59,138339132
2019_1,1000525,50,543,349,20,2,,172,642,98,2,,,,59,138339132
2019_2,1000524,29,378,76,,4,,152,244,58,4,,,,48,129854335
2019_1,1000524,29,378,76,,4,,152,244,58,4,,,,48,129854335
2019_2,1000523,55,779,360,78,,,121,687,209,172,28,,,53,147392485
2019_1,1000523,55,779,360,78,,,121,687,209,172,28,,,53,147392485
2019_2,1000522,82,1045,253,86,,,390,742,176,76,,,,54,123387859
2019_1,1000522,82,1045,253,86,,,390,742,176,76,,,,54,123387859
2019_2,1000521,41,401,258,113,2,,146,351,178,99,,,,61,141833049
2019_1,1000521,41,401,258,113,2,,146,351,178,99,,,,61,141833049
2019_2,1000520,4,230,88,8,,,18,36,,199,73,,,55,242355556
2019_1,1000520,4,230,88,8,,,18,36,,199,73,,,55,242355556
2019_2,1000519,26,303,698,10,,,67,204,84,98,530,28,,55,208854916
2019_1,1000519,26,303,698,10,,,67,204,84,98,530,28,,55,208854916
2019_2,1000518,11,106,200,81,,2,20,77,185,75,32,,,77,183436344
2019_1,1000518,11,106,200,81,,2,20,77,185,75,32,,,77,183436344
2019_2,1000517,10,422,362,208,,,8,324,192,348,120,,,81,278169806
2019_1,1000517,10,422,362,208,,,8,324,192,348,120,,,81,278169806
2019_2,1000516,35,376,236,36,6,,22,402,172,58,,,,52,164384271
2019_1,1000516,35,376,236,36,6,,22,402,172,58,,,,52,164384271
2019_2,1000515,226,3332,56,,,,3272,116,,,,,,41,65564381
2019_1,1000515,226,3332,56,,,,3272,116,,,,,,41,65564381
2019_2,1000514,38,578,23,1,,,410,192,,,,,,47,85748653
2019_1,1000514,38,578,23,1,,,410,192,,,,,,47,85748653
2019_2,1000513,15,182,64,20,,,162,88,16,,,,,51,88247835
2019_1,1000513,15,182,64,20,,,162,88,16,,,,,51,88247835
2019_2,1000512,76,993,308,,,,643,658,,,,,,55,100966319
2019_1,1000512,76,993,308,,,,643,658,,,,,,55,100966319
2019_2,1000511,53,867,347,42,,,474,641,141,,,,,52,97088271
2019_1,1000511,53,867,347,42,,,474,641,141,,,,,52,97088271
2019_2,1000510,48,895,468,4,,,451,684,232,,,,,54,101268784
2019_1,1000510,48,895,468,4,,,451,684,232,,,,,54,101268784
2019_2,1000509,56,990,570,4,6,,472,980,118,,,,,51,99975813
2019_1,1000509,56,990,570,4,6,,472,980,118,,,,,51,99975813
2019_2,1000508,60,976,88,,,,687,377,,,,,,50,90791233
2019_1,1000508,60,976,88,,,,687,377,,,,,,50,90791233
2019_2,1000507,9,128,,,,,64,64,,,,,,49,100413580
2019_1,1000507,9,128,,,,,64,64,,,,,,49,100413580
2019_2,1000506,18,99,167,20,8,2,19,122,131,16,8,,,65,189205982
2019_1,1000506,18,99,167,20,8,2,19,122,131,16,8,,,65,189205982
2019_2,1000505,13,146,457,116,,,34,2,4,,28,126,525,79,552727903
2019_1,1000505,13,146,457,116,,,34,2,4,,28,126,525,79,552727903
2019_2,1000504,43,518,115,10,,,221,337,81,4,,,,50,138235488
2019_1,1000504,43,518,115,10,,,221,337,81,4,,,,50,138235488
2019_2,1000503,52,720,111,1,,,192,422,204,13,1,,,47,166668277
2019_1,1000503,52,720,111,1,,,192,422,204,13,1,,,47,166668277
2019_2,1000502,58,752,292,4,2,,437,350,263,,,,,49,104585516
2019_1,1000502,58,752,292,4,2,,437,350,263,,,,,49,104585516
2019_2,1000501,45,522,140,6,,,134,465,67,2,,,,52,139620614
2019_1,1000501,45,522,140,6,,,134,465,67,2,,,,52,139620614
2019_2,1000500,36,504,28,2,,,130,381,23,,,,,42,127492610
2019_1,1000500,36,504,28,2,,,130,381,23,,,,,42,127492610
2019_2,1000499,61,707,346,20,2,6,315,528,206,26,2,4,,57,156244241
2019_1,1000499,61,707,346,20,2,6,315,528,206,26,2,4,,57,156244241
2019_2,1000498,54,700,124,32,2,,151,551,124,32,,,,45,152034184
2019_1,1000498,54,700,124,32,2,,151,551,124,32,,,,45,152034184
2019_2,1000497,41,571,144,6,,6,106,427,182,6,,,6,59,190035782
2019_1,1000497,41,571,144,6,,6,106,427,182,6,,,6,59,190035782
2019_2,1000496,49,528,119,2,,1,66,375,169,39,1,,,47,183055189
2019_1,1000496,49,528,119,2,,1,66,375,169,39,1,,,47,183055189
2019_2,1000495,14,199,86,53,18,,64,149,56,87,,,,59,155773165
2019_1,1000495,14,199,86,53,18,,64,149,56,87,,,,59,155773165
2019_2,1000494,8,104,22,6,,,76,44,10,2,,,,46,123142014
2019_1,1000494,8,104,22,6,,,76,44,10,2,,,,46,123142014
2019_2,1000493,42,413,162,4,2,8,138,244,191,4,2,2,8,50,160876585
2019_1,1000493,42,413,162,4,2,8,138,244,191,4,2,2,8,50,160876585
2019_2,1000492,61,852,268,82,2,,248,590,266,96,4,,,56,174969844
2019_1,1000492,61,852,268,82,2,,248,590,266,96,4,,,56,174969844
2019_2,1000491,22,252,54,2,12,2,164,92,52,,2,,12,54,167400341
2019_1,1000491,22,252,54,2,12,2,164,92,52,,2,,12,54,167400341
2019_2,1000490,28,210,30,8,,4,30,188,28,6,,,,65,166678571
2019_1,1000490,28,210,30,8,,4,30,188,28,6,,,,65,166678571
2019_2,1000489,125,1047,154,16,4,2,226,755,239,3,,,,55,160892521
2019_1,1000489,125,1047,154,16,4,2,226,755,239,3,,,,55,160892521
2019_2,1000488,15,188,40,4,4,,114,106,12,4,,,,54,122337513
2019_1,1000488,15,188,40,4,4,,114,106,12,4,,,,54,122337513
2019_2,1000487,6,70,12,104,,,14,14,16,38,104,,,61,221060516
2019_1,1000487,6,70,12,104,,,14,14,16,38,104,,,61,221060516
2019_2,1000486,3,418,,2,,,,34,384,2,,,,51,189190278
2019_1,1000486,3,418,,2,,,,34,384,2,,,,51,189190278
2019_2,1000485,24,222,84,4,6,,44,166,88,8,2,8,,53,180226563
2019_1,1000485,24,222,84,4,6,,44,166,88,8,2,8,,53,180226563
2019_2,1000484,65,797,488,2,,,329,606,350,2,,,,54,132120070
2019_1,1000484,65,797,488,2,,,329,606,350,2,,,,54,132120070
2019_2,1000483,40,492,214,4,,,298,300,112,,,,,48,136291958
2019_1,1000483,40,492,214,4,,,298,300,112,,,,,48,136291958
2019_2,1000482,68,836,286,19,6,,313,666,164,4,,,,54,133081666
2019_1,1000482,68,836,286,19,6,,313,666,164,4,,,,54,133081666
2019_2,1000481,78,963,399,38,18,8,540,726,112,48,,,,56,133210204
2019_1,1000481,78,963,399,38,18,8,540,726,112,48,,,,56,133210204
2019_2,1000480,3,124,130,,,,6,18,102,128,,,,53,189336257
2019_1,1000480,3,124,130,,,,6,18,102,128,,,,53,189336257
2019_2,1000479,93,1211,517,78,,,521,777,426,82,,,,51,145411141
2019_1,1000479,93,1211,517,78,,,521,777,426,82,,,,51,145411141
2019_2,1000478,31,376,110,,,,202,254,30,,,,,52,118236635
2019_1,1000478,31,376,110,,,,202,254,30,,,,,52,118236635
2019_2,1000477,32,629,14,4,,,327,278,27,11,,,4,36,179754977
2019_1,1000477,32,629,14,4,,,327,278,27,11,,,4,36,179754977
2019_2,1000476,100,1352,273,42,2,,264,1089,290,26,,,,52,155717802
2019_1,1000476,100,1352,273,42,2,,264,1089,290,26,,,,52,155717802
2019_2,1000475,31,352,152,,,,153,227,65,59,,,,47,124379722
2019_1,1000475,31,352,152,,,,153,227,65,59,,,,47,124379722
2019_2,1000474,43,508,126,16,,,16,266,330,36,2,,,58,215887082
2019_1,1000474,43,508,126,16,,,16,266,330,36,2,,,58,215887082
2019_2,1000473,4,22,18,60,,,2,6,32,12,48,,,75,246668056
2019_1,1000473,4,22,18,60,,,2,6,32,12,48,,,75,246668056
2019_2,1000472,9,84,182,4,,,,20,74,22,154,,,67,269586176
2019_1,1000472,9,84,182,4,,,,20,74,22,154,,,67,269586176
2019_2,1000471,3,10,98,,,,2,8,8,8,82,,,70,258786111
2019_1,1000471,3,10,98,,,,2,8,8,8,82,,,70,258786111
2019_2,1000470,22,300,28,2,,,202,108,20,,,,,40,103806220
2019_1,1000470,22,300,28,2,,,202,108,20,,,,,40,103806220
2019_2,1000469,57,758,182,50,2,6,513,253,194,32,4,2,,48,140357115
2019_1,1000469,57,758,182,50,2,6,513,253,194,32,4,2,,48,140357115
2019_2,1000468,29,497,112,8,,,277,247,79,14,,,,45,133090887
2019_1,1000468,29,497,112,8,,,277,247,79,14,,,,45,133090887
2019_2,1000467,25,777,310,4,4,,62,604,321,108,,,,60,171606725
2019_1,1000467,25,777,310,4,4,,62,604,321,108,,,,60,171606725
2019_2,1000466,33,383,110,16,26,,129,286,82,2,36,,,55,153773308
2019_1,1000466,33,383,110,16,26,,129,286,82,2,36,,,55,153773308
2019_2,1000465,38,408,246,,,1,84,284,139,141,6,1,,50,167294284
2019_1,1000465,38,408,246,,,1,84,284,139,141,6,1,,50,167294284
2019_2,1000464,27,425,175,2,,,35,198,299,14,56,,,53,179657509
2019_1,1000464,27,425,175,2,,,35,198,299,14,56,,,53,179657509
2019_2,1000463,6,304,254,,,,36,4,158,38,322,,,54,291273791
2019_1,1000463,6,304,254,,,,36,4,158,38,322,,,54,291273791
2019_2,1000462,4,7,274,38,,,,,19,76,224,,,80,350595373
2019_1,1000462,4,7,274,38,,,,,19,76,224,,,80,350595373
2019_2,1000461,20,399,834,,136,,52,104,70,583,424,88,48,65,271005074
2019_1,1000461,20,399,834,,136,,52,104,70,583,424,88,48,65,271005074
2019_2,1000460,18,110,18,6,2,8,18,88,28,8,2,,,73,184757716
2019_1,1000460,18,110,18,6,2,8,18,88,28,8,2,,,73,184757716
2019_2,1000459,17,183,44,2,,,62,121,38,6,2,,,49,143868850
2019_1,1000459,17,183,44,2,,,62,121,38,6,2,,,49,143868850
2019_2,1000458,23,351,302,4,,2,181,218,16,20,224,,,51,149370366
2019_1,1000458,23,351,302,4,,2,181,218,16,20,224,,,51,149370366
2019_2,1000457,66,784,347,5,,,361,651,124,,,,,56,115246405
2019_1,1000457,66,784,347,5,,,361,651,124,,,,,56,115246405
2019_2,1000456,22,164,60,,2,,124,100,2,,,,,57,96741667
2019_1,1000456,22,164,60,,2,,124,100,2,,,,,57,96741667
2019_2,1000455,18,177,210,2,2,2,116,227,48,2,,,,58,115207614
2019_1,1000455,18,177,210,2,2,2,116,227,48,2,,,,58,115207614
2019_2,1000454,29,484,98,4,,,316,258,12,,,,,54,111570120
2019_1,1000454,29,484,98,4,,,316,258,12,,,,,54,111570120
2019_2,1000452,1,108,,,,,60,48,,,,,,44,101268519
2019_1,1000452,1,108,,,,,60,48,,,,,,44,101268519
2019_2,1000451,3,10,40,,,,2,28,20,,,,,69,188861111
2019_1,1000451,3,10,40,,,,2,28,20,,,,,69,188861111
2019_2,1000450,74,976,170,18,,,568,580,16,,,,,50,110149094
2019_1,1000450,74,976,170,18,,,568,580,16,,,,,50,110149094
2019_2,1000449,121,1375,265,5,,,397,1184,64,,,,,52,134048906
2019_1,1000449,121,1375,265,5,,,397,1184,64,,,,,52,134048906
2019_2,1000448,92,1184,334,44,,,491,1030,41,,,,,57,122237785
2019_1,1000448,92,1184,334,44,,,491,1030,41,,,,,57,122237785
2019_2,1000447,55,710,164,3,,2,400,460,16,3,,,,47,115998483
2019_1,1000447,55,710,164,3,,2,400,460,16,3,,,,47,115998483
2019_2,1000446,112,1375,328,4,,,440,1210,55,2,,,,53,130111228
2019_1,1000446,112,1375,328,4,,,440,1210,55,2,,,,53,130111228
2019_2,1000445,41,638,111,30,6,2,515,227,37,6,2,,,52,112518127
2019_1,1000445,41,638,111,30,6,2,515,227,37,6,2,,,52,112518127
2019_2,1000444,3,50,2,,,,26,24,2,,,,,39,135608824
2019_1,1000444,3,50,2,,,,26,24,2,,,,,39,135608824
2019_2,1000443,76,1042,470,126,2,,342,752,362,184,,,,57,126827321
2019_1,1000443,76,1042,470,126,2,,342,752,362,184,,,,57,126827321
2019_2,1000442,52,650,178,10,,,275,551,12,,,,,52,112864313
2019_1,1000442,52,650,178,10,,,275,551,12,,,,,52,112864313
2019_2,1000441,21,265,68,2,,,116,172,47,,,,,56,133762495
2019_1,1000441,21,265,68,2,,,116,172,47,,,,,56,133762495
2019_2,1000440,4,52,176,60,,,32,20,204,32,,,,61,133511747
2019_1,1000440,4,52,176,60,,,32,20,204,32,,,,61,133511747
2019_2,1000439,59,466,284,8,,,32,490,220,16,,,,56,174402411
2019_1,1000439,59,466,284,8,,,32,490,220,16,,,,56,174402411
2019_2,1000438,20,178,582,20,,,24,116,108,454,78,,,55,219405145
2019_1,1000438,20,178,582,20,,,24,116,108,454,78,,,55,219405145
2019_2,1000437,34,456,88,4,,2,293,234,21,2,,,,49,108685193
2019_1,1000437,34,456,88,4,,2,293,234,21,2,,,,49,108685193
2019_2,1000436,46,915,310,176,16,,139,450,258,570,,,,59,165801325
2019_1,1000436,46,915,310,176,16,,139,450,258,570,,,,59,165801325
2019_2,1000435,28,310,34,6,2,,122,208,20,2,,,,49,119669976
2019_1,1000435,28,310,34,6,2,,122,208,20,2,,,,49,119669976
2019_2,1000434,143,1747,423,24,2,,1105,1080,11,,,,,51,103274353
2019_1,1000434,143,1747,423,24,2,,1105,1080,11,,,,,51,103274353
2019_2,1000433,32,297,134,,,,110,301,20,,,,,56,128935745
2019_1,1000433,32,297,134,,,,110,301,20,,,,,56,128935745
2019_2,1000432,101,1197,497,6,,,612,1072,16,,,,,55,112534408
2019_1,1000432,101,1197,497,6,,,612,1072,16,,,,,55,112534408
2019_2,1000431,50,549,242,16,2,,220,556,29,4,,,,58,129151783
2019_1,1000431,50,549,242,16,2,,220,556,29,4,,,,58,129151783
2019_2,1000430,96,914,584,102,,,492,978,20,94,16,,,59,121565448
2019_1,1000430,96,914,584,102,,,492,978,20,94,16,,,59,121565448
2019_2,1000429,125,1649,253,6,,,965,835,108,,,,,50,108447600
2019_1,1000429,125,1649,253,6,,,965,835,108,,,,,50,108447600
2019_2,1000428,58,513,503,20,,,61,796,179,,,,,62,160762090
2019_1,1000428,58,513,503,20,,,61,796,179,,,,,62,160762090
2019_2,1000427,58,675,321,4,2,,95,780,125,2,,,,58,143264575
2019_1,1000427,58,675,321,4,2,,95,780,125,2,,,,58,143264575
2019_2,1000426,50,516,500,96,,,98,770,58,186,,,,64,148013400
2019_1,1000426,50,516,500,96,,,98,770,58,186,,,,64,148013400
2019_2,1000425,133,1758,467,27,,,933,1230,87,2,,,,54,112984233
2019_1,1000425,133,1758,467,27,,,933,1230,87,2,,,,54,112984233
2019_2,1000424,36,375,142,40,,8,176,341,40,8,,,,56,116726684
2019_1,1000424,36,375,142,40,,8,176,341,40,8,,,,56,116726684
2019_2,1000423,23,296,146,24,,,112,245,109,,,,,56,117612569
2019_1,1000423,23,296,146,24,,,112,245,109,,,,,56,117612569
2019_2,1000422,39,513,130,8,,,106,529,16,,,,,53,133172970
2019_1,1000422,39,513,130,8,,,106,529,16,,,,,53,133172970
2019_2,1000421,59,778,148,4,,,264,626,40,,,,,53,122565488
2019_1,1000421,59,778,148,4,,,264,626,40,,,,,53,122565488
2019_2,1000420,26,272,28,,,,177,115,8,,,,,46,96524712
2019_1,1000420,26,272,28,,,,177,115,8,,,,,46,96524712
2019_2,1000419,22,278,44,8,,2,138,183,9,,2,,,49,112287207
2019_1,1000419,22,278,44,8,,2,138,183,9,,2,,,49,112287207
2019_2,1000418,36,366,176,2,,2,234,298,12,2,,,,53,120561689
2019_1,1000418,36,366,176,2,,2,234,298,12,2,,,,53,120561689
2019_2,1000417,39,378,47,,,4,283,140,2,4,,,,57,104270050
2019_1,1000417,39,378,47,,,4,283,140,2,4,,,,57,104270050
2019_2,1000416,66,704,449,,,,356,578,212,7,,,,57,131346519
2019_1,1000416,66,704,449,,,,356,578,212,7,,,,57,131346519
2019_2,1000415,55,696,188,8,,,310,578,4,,,,,56,113739918
2019_1,1000415,55,696,188,8,,,310,578,4,,,,,56,113739918
2019_2,1000414,48,540,164,4,6,,136,550,26,2,,,,54,133558850
2019_1,1000414,48,540,164,4,6,,136,550,26,2,,,,54,133558850
2019_2,1000413,80,828,353,1,,,267,846,69,,,,,56,136771336
2019_1,1000413,80,828,353,1,,,267,846,69,,,,,56,136771336
2019_2,1000412,69,734,159,16,2,,267,628,16,,,,,54,122661344
2019_1,1000412,69,734,159,16,2,,267,628,16,,,,,54,122661344
2019_2,1000411,62,675,286,20,51,,328,631,58,15,,,,60,132468307
2019_1,1000411,62,675,286,20,51,,328,631,58,15,,,,60,132468307
2019_2,1000410,64,820,237,25,1,,528,553,2,,,,,52,102175169
2019_1,1000410,64,820,237,25,1,,528,553,2,,,,,52,102175169
2019_2,1000409,92,979,456,,8,,361,1041,41,,,,,57,133978120
2019_1,1000409,92,979,456,,8,,361,1041,41,,,,,57,133978120
2019_2,1000408,59,726,148,2,,,346,530,,,,,,52,115598564
2019_1,1000408,59,726,148,2,,,346,530,,,,,,52,115598564
2019_2,1000407,32,398,88,,,,250,229,7,,,,,52,112044394
2019_1,1000407,32,398,88,,,,250,229,7,,,,,52,112044394
2019_2,1000406,14,174,34,2,,,50,154,6,,,,,53,124240873
2019_1,1000406,14,174,34,2,,,50,154,6,,,,,53,124240873
2019_2,1000405,78,771,329,46,4,,409,656,85,,,,,54,121289257
2019_1,1000405,78,771,329,46,4,,409,656,85,,,,,54,121289257
2019_2,1000404,61,872,185,5,,,385,669,8,,,,,53,115309453
2019_1,1000404,61,872,185,5,,,385,669,8,,,,,53,115309453
2019_2,1000403,95,1158,316,15,,,456,1024,9,,,,,55,122301308
2019_1,1000403,95,1158,316,15,,,456,1024,9,,,,,55,122301308
2019_2,1000402,43,540,236,,,,258,470,44,4,,,,56,124503939
2019_1,1000402,43,540,236,,,,258,470,44,4,,,,56,124503939
2019_2,1000401,108,1159,493,22,,4,509,1146,19,4,,,,58,123837236
2019_1,1000401,108,1159,493,22,,4,509,1146,19,4,,,,58,123837236
2019_2,1000400,114,1272,569,4,,,707,1132,6,,,,,56,115420331
2019_1,1000400,114,1272,569,4,,,707,1132,6,,,,,56,115420331
2019_2,1000399,103,1123,509,18,,4,332,1306,12,4,,,,58,130813264
2019_1,1000399,103,1123,509,18,,4,332,1306,12,4,,,,58,130813264
2019_2,1000398,115,1523,280,4,,,562,1239,6,,,,,51,116045903
2019_1,1000398,115,1523,280,4,,,562,1239,6,,,,,51,116045903
2019_2,1000397,40,461,146,,,,114,423,70,,,,,52,148137758
2019_1,1000397,40,461,146,,,,114,423,70,,,,,52,148137758
2019_2,1000396,85,751,222,32,,,370,588,47,,,,,52,120902716
2019_1,1000396,85,751,222,32,,,370,588,47,,,,,52,120902716
