기준_년_분기_코드,상권_코드,남성_유동인구_수,여성_유동인구_수,주중_유동인구_수,주말_유동인구_수,남성_상주인구_수,여성_상주인구_수,남성_직장_인구_수,여성_직장_인구_수
2019_1,1000364,46030,38891,60995,23926,761.0,650.0,106.0,98.0
2019_1,1000365,24652,17425,29920,12158,1550.0,1504.0,201.0,145.0
2019_1,1000366,25499,20607,29840,16268,995.0,962.0,82.0,82.0
2019_1,1000367,6827,4419,5496,5750,197.0,176.0,42.0,28.0
2019_1,1000348,88224,80132,121450,46911,1627.0,1576.0,30.0,52.0
2019_1,1000349,233282,221500,323386,131386,897.0,926.0,147.0,211.0
2019_1,1000350,117651,105759,154366,69044,733.0,810.0,53.0,81.0
2019_1,1000351,155272,143857,213052,86077,867.0,900.0,40.0,42.0
2019_1,1000352,164114,188367,258816,93659,871.0,925.0,168.0,221.0
2019_1,1000353,33764,32729,47688,18803,949.0,963.0,48.0,66.0
2019_1,1000649,45075,34262,57186,22154,258.0,259.0,254.0,152.0
2019_1,1000650,132032,125732,178580,79186,1053.0,1046.0,190.0,299.0
2019_1,1000651,45538,27981,53462,20059,469.0,361.0,26.0,10.0
2019_1,1000652,30388,27248,42135,15500,819.0,787.0,72.0,61.0
2019_1,1000702,181398,164306,245530,100179,1224.0,1261.0,138.0,72.0
2019_1,1000703,217892,208370,300178,126081,1795.0,1815.0,298.0,212.0
2019_1,1000704,55814,68537,85661,38686,818.0,801.0,52.0,87.0
2019_1,1000705,83911,81918,123519,42313,408.0,392.0,89.0,150.0
2019_1,1000755,195085,201206,291424,104869,484.0,538.0,257.0,217.0
2019_1,1000756,52712,54915,76260,31371,1233.0,1375.0,83.0,80.0
2019_1,1000757,136031,134783,189128,81688,1890.0,2011.0,203.0,249.0
2019_1,1000601,59559,77341,98151,38745,2440.0,2508.0,24.0,73.0
2019_1,1000602,89650,72539,113081,49114,1798.0,1735.0,95.0,203.0
2019_1,1000603,52542,47216,68887,30873,1659.0,1781.0,86.0,117.0
2019_1,1000653,83482,81618,123956,41138,568.0,534.0,955.0,601.0
2019_1,1000654,33566,20925,40236,14255,668.0,392.0,1165.0,322.0
2019_1,1000655,94071,65065,111999,47138,1909.0,1372.0,460.0,204.0
2019_1,1000706,74996,78657,110089,43560,927.0,949.0,45.0,32.0
2019_1,1000707,159023,147353,201568,104816,649.0,694.0,116.0,153.0
2019_1,1000708,105781,98511,137600,66695,703.0,760.0,86.0,121.0
2019_1,1000758,48708,48249,67216,29742,639.0,691.0,88.0,111.0
2019_1,1000759,97532,98069,137435,58162,1988.0,1956.0,156.0,65.0
2019_1,1000760,171765,120082,229200,62647,1191.0,1114.0,157.0,200.0
2019_1,1000604,110665,101063,145003,66732,1684.0,1669.0,271.0,285.0
2019_1,1000605,141743,152182,206359,87566,1901.0,2045.0,148.0,251.0
2019_1,1000606,232792,200234,299112,133908,1543.0,1545.0,841.0,234.0
2019_1,1000656,59114,53138,77702,34552,865.0,888.0,47.0,33.0
2019_1,1000657,48322,43185,63024,28488,991.0,974.0,73.0,83.0
2019_1,1000658,10428,10249,14560,6116,2190.0,2148.0,12.0,45.0
2019_1,1000659,125231,91683,152136,64776,1372.0,916.0,154.0,118.0
2019_1,1000709,59302,59327,81422,37207,74.0,7.0,55.0,33.0
2019_1,1000710,106812,95080,153848,48044,1438.0,1483.0,423.0,372.0
2019_1,1000711,95443,72116,130245,37313,670.0,624.0,284.0,213.0
2019_1,1000761,491105,502958,750645,243420,1430.0,1517.0,204.0,311.0
2019_1,1000762,117246,132094,179647,69693,829.0,918.0,13.0,12.0
2019_1,1000763,151285,146273,212111,85444,176.0,204.0,12.0,11.0
2019_1,1000607,168911,153472,226714,95668,1276.0,1357.0,174.0,202.0
2019_1,1000608,76308,70246,108183,38370,2046.0,2241.0,442.0,345.0
2019_1,1000609,43451,44297,62661,25088,2602.0,2691.0,39.0,83.0
2019_1,1000660,53060,52654,75690,30025,988.0,922.0,1493.0,362.0
2019_1,1000661,61267,57716,83491,35495,1302.0,1330.0,81.0,127.0
2019_1,1000662,16632,16550,22741,10442,1070.0,1060.0,51.0,58.0
2019_1,1000712,46626,31831,64096,14361,1761.0,1634.0,1532.0,1177.0
2019_1,1000713,99617,72685,135975,36334,506.0,476.0,127.0,94.0
2019_1,1000714,30316,36506,45654,21176,1173.0,1255.0,115.0,102.0
2019_1,1000715,64076,59891,89191,34777,1008.0,976.0,61.0,117.0
2019_1,1000770,39711,36140,53752,22100,1170.0,1217.0,146.0,114.0
2019_1,1000771,60423,52507,81556,31375,1200.0,1294.0,26.0,44.0
2019_1,1000772,66060,70430,96008,40481,1556.0,1629.0,169.0,161.0
2019_1,1000610,63002,66766,86995,42769,2781.0,2898.0,48.0,56.0
2019_1,1000611,60201,56122,80447,35873,1670.0,1680.0,73.0,121.0
2019_1,1000612,85681,88619,123780,50520,1109.0,1097.0,40.0,27.0
2019_1,1000663,44047,41503,60104,25441,1139.0,1104.0,187.0,119.0
2019_1,1000664,62017,58056,84098,35977,1316.0,1282.0,62.0,113.0
2019_1,1000665,157076,142030,207200,91898,1656.0,1623.0,51.0,60.0
2019_1,1000666,17323,12593,20274,9643,318.0,331.0,37.0,53.0
2019_1,1000716,170721,162811,230953,102581,1929.0,2035.0,25.0,42.0
2019_1,1000717,130721,119925,174273,76372,1382.0,1355.0,77.0,137.0
2019_1,1000718,167866,141699,224238,85329,1487.0,1510.0,58.0,78.0
2019_1,1000764,308476,279274,450266,137481,191.0,172.0,59.0,111.0
2019_1,1000765,189379,205892,325528,69743,305.0,325.0,60.0,77.0
2019_1,1000766,76290,79812,111651,44451,554.0,571.0,152.0,258.0
2019_1,1000613,56171,58698,79208,35660,1760.0,1933.0,189.0,264.0
2019_1,1000614,121643,124153,172043,73755,1224.0,1263.0,511.0,346.0
2019_1,1000615,64434,67906,93198,39141,1086.0,1201.0,2157.0,1488.0
2019_1,1000667,71116,61640,93670,39090,1649.0,1620.0,105.0,111.0
2019_1,1000668,51808,31872,65870,17809,724.0,545.0,2210.0,1090.0
2019_1,1000669,46398,30894,56981,20311,674.0,584.0,631.0,272.0
2019_1,1000719,160192,124212,228691,55717,1627.0,1607.0,4125.0,1601.0
2019_1,1000720,31423,20149,46094,5478,760.0,792.0,1233.0,747.0
2019_1,1000721,66572,53066,85049,34583,2106.0,2029.0,535.0,218.0
2019_1,1000722,92553,78112,127084,43574,795.0,738.0,187.0,176.0
2019_1,1000767,36211,35992,49440,22759,988.0,1063.0,25.0,44.0
2019_1,1000768,98202,98399,140531,56076,1858.0,2002.0,90.0,154.0
2019_1,1000769,102191,114360,149479,67076,934.0,992.0,46.0,91.0
2019_1,1000616,62858,62424,87517,37763,1467.0,1529.0,130.0,137.0
2019_1,1000617,43081,34330,52082,25331,1716.0,1719.0,130.0,151.0
2019_1,1000618,59243,48240,74226,33253,957.0,876.0,37.0,80.0
2019_1,1000670,65250,40893,86877,19266,573.0,482.0,286.0,70.0
2019_1,1000671,69611,54385,85683,38316,1662.0,1643.0,115.0,200.0
2019_1,1000672,84292,72383,115291,41385,310.0,266.0,255.0,140.0
2019_1,1000673,78604,59120,100342,37385,1241.0,1011.0,341.0,296.0
2019_1,1000723,34673,28712,46119,17261,173.0,198.0,106.0,72.0
2019_1,1000724,118370,114381,161723,71023,1773.0,1769.0,623.0,289.0
2019_1,1000725,78819,63279,104820,37279,1165.0,1146.0,313.0,125.0
2019_1,1000773,101104,83053,134026,50137,1347.0,1526.0,677.0,430.0
2019_1,1000774,89949,95769,135899,49819,1334.0,1538.0,584.0,741.0
2019_1,1000775,93479,95578,141280,47774,206.0,177.0,325.0,175.0
2019_1,1000619,68395,60056,85512,42938,1562.0,1465.0,91.0,160.0
2019_1,1000620,209461,168637,279004,99095,1002.0,1028.0,183.0,478.0
2019_1,1000621,39424,39195,53430,25189,1345.0,1249.0,89.0,105.0
2019_1,1000674,101149,81300,128851,53599,2437.0,2377.0,103.0,117.0
2019_1,1000675,89019,69697,111593,47121,1020.0,804.0,80.0,115.0
2019_1,1000676,36948,18595,44343,11205,1762.0,1768.0,190.0,133.0
2019_1,1000726,144247,113853,183276,74823,930.0,899.0,370.0,186.0
2019_1,1000727,53464,43801,66955,30310,1003.0,822.0,278.0,214.0
2019_1,1000728,89430,70954,112342,48043,764.0,568.0,317.0,230.0
2019_1,1000575,73260,74935,105111,43088,564.0,575.0,306.0,195.0
2019_1,1000576,40737,37313,57187,20864,879.0,877.0,594.0,317.0
2019_1,1000577,50205,41521,68814,22914,1033.0,1183.0,819.0,477.0
2019_1,1000622,81696,90653,121745,50607,1286.0,1227.0,105.0,97.0
2019_1,1000623,33895,43567,54372,23089,2211.0,2251.0,32.0,73.0
2019_1,1000624,82788,75110,104415,53486,1579.0,1591.0,45.0,45.0
2019_1,1000677,34225,25872,45383,14719,1017.0,967.0,137.0,140.0
2019_1,1000678,89950,81070,116584,54433,1521.0,1505.0,33.0,98.0
2019_1,1000679,94337,81678,125684,50334,783.0,801.0,1051.0,1036.0
2019_1,1000729,52407,54355,77930,28832,849.0,774.0,107.0,124.0
2019_1,1000730,144514,140089,208465,76138,1160.0,1072.0,35.0,29.0
2019_1,1000731,247183,254533,364492,137219,1348.0,1317.0,316.0,834.0
2019_1,1000732,149611,122825,187417,85026,1342.0,1248.0,200.0,125.0
2019_1,1000578,127812,126963,189679,65095,1524.0,1585.0,496.0,399.0
2019_1,1000579,108400,106087,160125,54361,994.0,1016.0,255.0,80.0
2019_1,1000580,94194,79285,125213,48273,1603.0,1515.0,204.0,223.0
2019_1,1000581,49597,50384,70838,29147,1124.0,1207.0,263.0,189.0
2019_1,1000625,134592,131245,182047,83787,931.0,1188.0,864.0,461.0
2019_1,1000626,24292,15695,25519,14473,507.0,475.0,51.0,50.0
2019_1,1000627,56766,48105,72841,32029,1023.0,1008.0,21.0,36.0
2019_1,1000628,155238,141699,221376,75560,940.0,963.0,105.0,243.0
2019_1,1000680,64412,65389,89792,40010,1364.0,1289.0,321.0,966.0
2019_1,1000681,70918,68377,95111,44173,3031.0,2920.0,71.0,62.0
2019_1,1000682,117421,93666,148971,62117,1915.0,1833.0,118.0,176.0
2019_1,1000733,138976,136287,193452,81814,1573.0,1767.0,71.0,111.0
2019_1,1000734,70533,68589,97008,42116,632.0,781.0,34.0,21.0
2019_1,1000735,128264,136380,182841,81798,1880.0,2057.0,78.0,203.0
2019_1,1000582,97680,109097,146428,60349,2071.0,2215.0,55.0,109.0
2019_1,1000583,127459,96470,158562,65368,2135.0,1936.0,299.0,142.0
2019_1,1000584,42803,48937,64421,27320,1944.0,1992.0,80.0,51.0
2019_1,1000629,119866,97874,158447,59289,1301.0,1207.0,82.0,115.0
2019_1,1000630,80783,78374,110700,48455,948.0,988.0,98.0,102.0
2019_1,1000631,57683,46593,71173,33107,1414.0,1232.0,77.0,61.0
2019_1,1000683,90126,85341,122641,52827,971.0,941.0,82.0,35.0
2019_1,1000684,86544,69798,117060,39289,163.0,106.0,881.0,437.0
2019_1,1000685,54580,40327,72056,22858,88.0,64.0,1254.0,512.0
2019_1,1000686,57989,41588,81944,17634,108.0,33.0,414.0,133.0
2019_1,1000736,60262,51868,79570,32563,1625.0,1606.0,41.0,49.0
2019_1,1000737,104434,103887,148717,59610,2061.0,2052.0,169.0,56.0
2019_1,1000738,98365,93932,136923,55376,1596.0,1968.0,185.0,220.0
2019_1,1000585,84294,71335,111191,44435,1696.0,1693.0,142.0,261.0
2019_1,1000586,31903,33283,47661,17526,1030.0,1042.0,169.0,131.0
2019_1,1000587,38681,39156,55032,22804,1423.0,1535.0,274.0,154.0
2019_1,1000632,267018,242223,365825,143422,3070.0,3044.0,73.0,183.0
2019_1,1000633,70387,58943,98080,31248,412.0,458.0,177.0,185.0
2019_1,1000634,129936,116947,176057,70837,1612.0,1645.0,601.0,406.0
2019_1,1000687,135792,117273,194665,58402,1612.0,1100.0,1840.0,1338.0
2019_1,1000688,59480,47117,85016,21580,503.0,478.0,917.0,586.0
2019_1,1000689,59230,52843,86922,25151,628.0,703.0,6860.0,8034.0
2019_1,1000739,144241,152494,224774,71965,1122.0,1289.0,429.0,331.0
2019_1,1000740,69401,75787,102837,42353,427.0,433.0,56.0,199.0
2019_1,1000741,133848,136754,190224,80380,1255.0,1380.0,183.0,157.0
2019_1,1000588,46690,48570,68108,27152,677.0,762.0,146.0,160.0
2019_1,1000589,76356,57405,98477,35275,1257.0,1218.0,427.0,154.0
2019_1,1000590,95095,63210,120224,38081,1221.0,1141.0,497.0,275.0
2019_1,1000635,76135,72198,103500,44835,586.0,545.0,159.0,56.0
2019_1,1000636,22100,9370,23287,8185,500.0,422.0,294.0,100.0
2019_1,1000637,67130,57774,85516,39388,350.0,323.0,83.0,115.0
2019_1,1000638,119515,106403,152328,73592,1307.0,1387.0,47.0,90.0
2019_1,1000690,96019,81895,136420,41492,818.0,983.0,757.0,399.0
2019_1,1000691,139057,122108,197866,63300,1111.0,1106.0,1859.0,1117.0
2019_1,1000692,136040,113805,174389,75462,2194.0,2152.0,62.0,69.0
2019_1,1000742,51479,60991,79947,32529,1304.0,1296.0,88.0,781.0
2019_1,1000743,207602,186466,277792,116272,1644.0,1799.0,158.0,212.0
2019_1,1000744,107964,83726,140247,51440,967.0,951.0,209.0,198.0
2019_1,1000591,86544,77737,120952,43331,2097.0,2167.0,114.0,143.0
2019_1,1000592,100560,88430,135953,53038,1440.0,1445.0,143.0,229.0
2019_1,1000593,103666,99198,146413,56452,1931.0,1859.0,88.0,178.0
2019_1,1000639,33861,32147,45947,20064,608.0,679.0,49.0,102.0
2019_1,1000640,144114,130586,191391,83308,1027.0,1138.0,22.0,41.0
2019_1,1000641,186242,132780,221863,97159,727.0,683.0,109.0,192.0
2019_1,1000693,310934,266751,390423,187269,974.0,902.0,673.0,526.0
2019_1,1000694,69738,51987,89512,32215,1214.0,1155.0,551.0,540.0
2019_1,1000695,148255,109100,193690,63672,1458.0,1385.0,257.0,196.0
2019_1,1000745,168507,127015,209660,85857,559.0,362.0,95.0,73.0
2019_1,1000746,265338,203471,312825,155990,1847.0,1770.0,80.0,157.0
2019_1,1000747,49880,54221,72198,31903,1079.0,1184.0,73.0,96.0
2019_1,1000594,26178,19753,32089,13845,967.0,1048.0,158.0,121.0
2019_1,1000595,49442,47729,72183,24988,677.0,634.0,492.0,278.0
2019_1,1000596,92837,100571,141327,52080,3249.0,3409.0,99.0,172.0
2019_1,1000597,98094,92527,134202,56418,1426.0,1323.0,439.0,191.0
2019_1,1000642,93705,49794,125590,17908,637.0,553.0,33.0,33.0
2019_1,1000643,204668,171757,270855,105568,2583.0,2140.0,1146.0,1259.0
2019_1,1000644,526233,364634,682977,207890,822.0,678.0,588.0,795.0
2019_1,1000645,18341,13732,23148,8928,1349.0,1290.0,111.0,131.0
2019_1,1000696,138552,143378,210639,71296,1224.0,1115.0,298.0,314.0
2019_1,1000697,44859,42988,60808,27040,512.0,545.0,64.0,58.0
2019_1,1000698,165354,184838,244008,106185,1503.0,1522.0,207.0,266.0
2019_1,1000748,86526,81895,116393,52026,1649.0,1812.0,185.0,89.0
2019_1,1000749,48828,50627,68983,30474,1296.0,1426.0,55.0,44.0
2019_1,1000750,48988,51416,68635,31770,721.0,788.0,18.0,54.0
2019_1,1000598,168553,212682,290929,90304,2557.0,2811.0,104.0,137.0
2019_1,1000599,146080,137187,188982,94291,1333.0,1212.0,71.0,67.0
2019_1,1000600,153139,140275,203090,90325,1476.0,1398.0,107.0,144.0
2019_1,1000646,36540,35098,46050,25594,825.0,861.0,109.0,65.0
2019_1,1000647,28489,24582,37150,15918,716.0,712.0,419.0,80.0
2019_1,1000648,50399,46770,67643,29525,1373.0,1450.0,342.0,218.0
2019_1,1000699,109460,118333,159729,68067,1171.0,1078.0,69.0,56.0
2019_1,1000700,63661,44408,81363,26706,187.0,154.0,494.0,195.0
2019_1,1000701,54120,37560,64551,27132,306.0,296.0,41.0,34.0
2019_1,1000751,18266,23897,29755,12406,497.0,503.0,108.0,25.0
2019_1,1000752,29322,37181,44052,22453,1392.0,1494.0,94.0,114.0
2019_1,1000753,24074,20198,29651,14623,1227.0,1343.0,112.0,69.0
2019_1,1000754,67775,71081,99143,39715,1554.0,1657.0,236.0,107.0
2019_1,1000453,22100,25025,34259,12867,158.0,130.0,51.0,69.0
2019_1,1000454,38072,46361,59751,24681,739.0,885.0,82.0,157.0
2019_1,1000455,158619,179173,248794,88999,791.0,806.0,68.0,91.0
2019_1,1000503,61557,71859,92778,40635,854.0,1019.0,471.0,257.0
2019_1,1000504,162059,175793,245398,92451,721.0,888.0,790.0,715.0
2019_1,1000505,59451,60453,92680,27229,1255.0,1352.0,230.0,227.0
2019_1,1000554,105040,118671,154253,69459,2684.0,2762.0,206.0,210.0
2019_1,1000555,51300,55033,74157,32176,1609.0,1596.0,68.0,124.0
2019_1,1000556,79318,86994,113182,53131,3311.0,3557.0,54.0,84.0
2019_1,1000403,153455,176857,230492,99819,2017.0,2233.0,126.0,166.0
2019_1,1000404,36832,43208,56600,23439,1375.0,1562.0,117.0,272.0
2019_1,1000405,150697,157258,225510,82444,1727.0,1942.0,190.0,163.0
2019_1,1000456,89271,86393,122321,53341,563.0,521.0,92.0,53.0
2019_1,1000457,71311,89827,111235,49907,1536.0,1772.0,150.0,122.0
2019_1,1000458,163119,130898,218049,75970,1087.0,935.0,321.0,287.0
2019_1,1000459,168479,203920,278981,93419,1760.0,1639.0,142.0,168.0
2019_1,1000506,191907,270919,356828,105997,1320.0,1444.0,436.0,339.0
2019_1,1000507,17651,14162,22761,9058,1297.0,1052.0,16.0,56.0
2019_1,1000508,74243,53023,86893,40376,1747.0,1632.0,583.0,144.0
2019_1,1000509,58305,44164,70412,32054,1787.0,1705.0,256.0,236.0
2019_1,1000557,110571,121297,168134,63734,1503.0,1588.0,128.0,162.0
2019_1,1000558,73551,79310,104808,48056,1880.0,2043.0,33.0,62.0
2019_1,1000559,84189,89559,127167,46584,437.0,471.0,83.0,133.0
2019_1,1000406,59917,69172,89371,39717,498.0,567.0,68.0,71.0
2019_1,1000407,104947,114830,156546,63237,1005.0,1068.0,13.0,44.0
2019_1,1000408,127350,129346,182562,74130,1421.0,1579.0,41.0,92.0
2019_1,1000460,131630,154323,217130,68819,687.0,731.0,97.0,65.0
2019_1,1000461,83304,85529,125280,43553,1677.0,1869.0,184.0,269.0
2019_1,1000462,222846,184191,316707,90329,462.0,619.0,167.0,204.0
2019_1,1000510,95268,92484,132942,54807,2012.0,1841.0,141.0,164.0
2019_1,1000511,50720,42666,64968,28415,1921.0,1803.0,159.0,111.0
2019_1,1000512,56851,46485,73314,30022,1808.0,1883.0,57.0,76.0
2019_1,1000560,105164,111792,149985,66967,1321.0,1399.0,90.0,130.0
2019_1,1000561,89950,109443,151299,48093,2077.0,2252.0,117.0,197.0
2019_1,1000562,67373,81849,109035,40194,1771.0,2031.0,64.0,117.0
2019_1,1000409,143107,153922,210903,86128,1723.0,1955.0,46.0,74.0
2019_1,1000410,124273,113379,167798,69851,1922.0,2037.0,54.0,140.0
2019_1,1000411,15662,17134,23400,9403,1234.0,1409.0,137.0,139.0
2019_1,1000412,128258,135135,189402,73987,1467.0,1483.0,117.0,142.0
2019_1,1000463,73037,69578,104649,37964,476.0,548.0,95.0,200.0
2019_1,1000464,78620,83333,114099,47856,1385.0,1427.0,102.0,143.0
2019_1,1000465,81655,80571,110078,52155,626.0,727.0,476.0,310.0
2019_1,1000513,58382,47781,76526,29634,1333.0,1091.0,54.0,89.0
2019_1,1000514,11876,13339,18151,7062,1059.0,1001.0,146.0,98.0
2019_1,1000515,52574,40163,64824,27911,2378.0,2445.0,160.0,175.0
2019_1,1000516,48066,31082,62048,17099,358.0,352.0,115.0,139.0
2019_1,1000563,346965,286118,451041,182049,1055.0,1039.0,209.0,252.0
2019_1,1000564,158934,134716,196655,96993,1452.0,1459.0,102.0,83.0
2019_1,1000565,174626,154773,228775,100633,1383.0,1422.0,389.0,268.0
2019_1,1000413,87437,103427,135512,55353,1560.0,1716.0,436.0,468.0
2019_1,1000414,52943,43300,71441,24805,141.0,154.0,7.0,21.0
2019_1,1000415,144917,141939,204767,82087,1073.0,1227.0,131.0,126.0
2019_1,1000466,76249,78987,116796,38440,861.0,991.0,539.0,400.0
2019_1,1000467,111004,112793,165087,58713,841.0,962.0,1414.0,825.0
2019_1,1000468,63104,69921,96830,36196,565.0,727.0,1100.0,892.0
2019_1,1000517,30107,26572,39270,17407,905.0,954.0,461.0,107.0
2019_1,1000518,42357,37363,53951,25771,604.0,659.0,132.0,142.0
2019_1,1000519,99196,95709,140883,54025,1083.0,1190.0,240.0,331.0
2019_1,1000572,47530,50976,67791,30712,1840.0,1892.0,49.0,87.0
2019_1,1000573,71610,69641,100470,40779,980.0,1008.0,220.0,192.0
2019_1,1000574,86094,84516,123611,46999,182.0,200.0,299.0,306.0
2019_1,1000416,151472,163343,225040,89781,1689.0,1823.0,75.0,109.0
2019_1,1000417,115604,109495,157028,68069,753.0,743.0,56.0,69.0
2019_1,1000418,85231,74035,111333,47937,895.0,941.0,99.0,119.0
2019_1,1000469,146025,177368,215059,108335,1133.0,1347.0,970.0,845.0
2019_1,1000470,114633,168020,182740,99911,574.0,567.0,568.0,468.0
2019_1,1000471,59197,47207,89737,16669,387.0,473.0,177.0,293.0
2019_1,1000520,20091,26771,32486,14375,757.0,817.0,79.0,117.0
2019_1,1000521,249438,221289,346879,123846,1072.0,1216.0,145.0,272.0
2019_1,1000522,166997,174521,260948,80565,1659.0,1824.0,878.0,543.0
2019_1,1000566,489663,405294,645038,249919,1686.0,1724.0,217.0,399.0
2019_1,1000567,67137,73029,99284,40882,1937.0,1947.0,549.0,213.0
2019_1,1000568,78117,65013,100119,43008,1207.0,1179.0,131.0,79.0
2019_1,1000419,144488,135789,196116,84154,1320.0,1276.0,62.0,112.0
2019_1,1000420,105481,93539,142989,56036,935.0,987.0,74.0,71.0
2019_1,1000421,94052,95114,134661,54499,1410.0,1479.0,79.0,136.0
2019_1,1000472,283270,304412,433161,154527,1015.0,1106.0,352.0,470.0
2019_1,1000473,128526,109980,185197,53309,392.0,444.0,1267.0,673.0
2019_1,1000474,144457,118009,196893,65574,1452.0,1596.0,917.0,1016.0
2019_1,1000523,101842,88862,137483,53225,1374.0,1369.0,189.0,324.0
2019_1,1000524,20171,16353,27210,9314,557.0,517.0,177.0,81.0
2019_1,1000525,42913,49078,64987,27002,1162.0,1250.0,17.0,33.0
2019_1,1000526,95052,100609,142012,53652,1476.0,1456.0,115.0,118.0
2019_1,1000569,83984,83681,122120,45545,1390.0,1572.0,168.0,177.0
2019_1,1000570,58501,70473,90360,38611,1483.0,1648.0,74.0,68.0
2019_1,1000571,71729,74245,101268,44709,1989.0,2086.0,43.0,42.0
2019_1,1000422,56603,47916,67786,36732,1013.0,981.0,243.0,85.0
2019_1,1000423,19442,14957,25113,9286,1250.0,1250.0,138.0,118.0
2019_1,1000424,72727,71090,101468,42357,984.0,1074.0,156.0,287.0
2019_1,1000475,113011,117556,164943,65622,1020.0,1151.0,136.0,139.0
2019_1,1000476,149553,164106,211167,102494,2081.0,2300.0,214.0,165.0
2019_1,1000477,176855,137266,254828,59299,1443.0,1392.0,865.0,508.0
2019_1,1000527,59106,56129,81467,33771,1690.0,1805.0,22.0,29.0
2019_1,1000528,42854,42428,59976,25309,973.0,1162.0,64.0,108.0
2019_1,1000529,100031,101386,141858,59567,1848.0,1945.0,82.0,106.0
2019_1,1000375,69049,69820,96676,42188,1444.0,1591.0,97.0,102.0
2019_1,1000376,55126,57503,79558,33071,1156.0,1140.0,67.0,102.0
2019_1,1000377,33990,30859,46038,18812,1084.0,1161.0,98.0,85.0
2019_1,1000425,136750,130891,183208,84442,2567.0,2729.0,93.0,116.0
2019_1,1000426,64660,59882,88544,36004,1332.0,1409.0,223.0,119.0
2019_1,1000427,20373,16713,25694,11394,1329.0,1389.0,96.0,78.0
2019_1,1000428,47270,43149,65190,25228,426.0,394.0,472.0,162.0
2019_1,1000478,26634,27041,39435,14241,1005.0,1022.0,977.0,103.0
2019_1,1000479,205313,235025,308975,131355,2681.0,2867.0,190.0,155.0
2019_1,1000480,183037,161505,267791,76751,824.0,881.0,2199.0,862.0
2019_1,1000530,49708,47458,68130,29038,677.0,717.0,178.0,169.0
2019_1,1000531,85188,83422,119462,49146,1020.0,1052.0,83.0,77.0
2019_1,1000532,93022,119594,148256,64363,1073.0,1098.0,115.0,148.0
2019_1,1000378,68321,53936,90046,32210,759.0,764.0,112.0,168.0
2019_1,1000379,250495,226540,344612,132426,1852.0,1824.0,860.0,513.0
2019_1,1000380,236453,193855,300113,130200,1493.0,1373.0,353.0,298.0
2019_1,1000429,142301,152860,210941,84221,2861.0,2966.0,80.0,129.0
2019_1,1000430,229249,246981,333608,142629,1998.0,2158.0,117.0,167.0
2019_1,1000431,30967,32257,44465,18762,845.0,905.0,14.0,43.0
